country,value,year
EGY,5.98E+01,2000
DEU,2.29E+01,2000
HKG,2.41E+01,2000
IND,5.57E+01,2000
IDN,4.74E+01,2000
JPN,2.14E+01,2000
KOR,2.92E+01,2000
MYS,5.30E+01,2000
MEX,5.59E+01,2000
PHL,6.61E+01,2000
RUS,2.62E+01,2000
ZAF,5.19E+01,2000
LKA,4.02E+01,2000
THA,3.49E+01,2000
TUR,4.84E+01,2000
GBR,2.91E+01,2000
USA,3.22E+01,2000
ARG,4.43E+01,2001
BRA,4.46E+01,2001
CHL,4.17E+01,2001
CHN,3.60E+01,2001
EGY,5.82E+01,2001
DEU,2.26E+01,2001
HKG,2.32E+01,2001
IND,5.48E+01,2001
IDN,4.68E+01,2001
JPN,2.13E+01,2001
KOR,2.88E+01,2001
MYS,5.17E+01,2001
MEX,5.51E+01,2001
PHL,6.54E+01,2001
RUS,2.51E+01,2001
ZAF,5.07E+01,2001
LKA,3.94E+01,2001
THA,3.42E+01,2001
TUR,4.74E+01,2001
GBR,2.87E+01,2001
USA,3.19E+01,2001
ARG,4.36E+01,2002
BRA,4.38E+01,2002
CHL,4.06E+01,2002
CHN,3.40E+01,2002
EGY,5.65E+01,2002
DEU,2.23E+01,2002
HKG,2.23E+01,2002
IND,5.39E+01,2002
IDN,4.64E+01,2002
JPN,2.11E+01,2002
KOR,2.83E+01,2002
MYS,5.03E+01,2002
MEX,5.43E+01,2002
PHL,6.46E+01,2002
RUS,2.40E+01,2002
ZAF,4.98E+01,2002
LKA,3.88E+01,2002
THA,3.37E+01,2002
TUR,4.64E+01,2002
GBR,2.83E+01,2002
USA,3.15E+01,2002
ARG,4.29E+01,2003
BRA,4.31E+01,2003
CHL,3.94E+01,2003
CHN,3.20E+01,2003
EGY,5.49E+01,2003
DEU,2.20E+01,2003
HKG,2.12E+01,2003
IND,5.29E+01,2003
IDN,4.62E+01,2003
JPN,2.10E+01,2003
KOR,2.79E+01,2003
MYS,4.89E+01,2003
MEX,5.34E+01,2003
PHL,6.39E+01,2003
RUS,2.29E+01,2003
ZAF,4.89E+01,2003
LKA,3.83E+01,2003
THA,3.32E+01,2003
TUR,4.55E+01,2003
GBR,2.79E+01,2003
USA,3.12E+01,2003
ARG,4.22E+01,2004
BRA,4.23E+01,2004
CHL,3.82E+01,2004
CHN,3.01E+01,2004
EGY,5.35E+01,2004
DEU,2.17E+01,2004
HKG,2.02E+01,2004
IND,5.20E+01,2004
IDN,4.61E+01,2004
JPN,2.09E+01,2004
KOR,2.73E+01,2004
MYS,4.75E+01,2004
MEX,5.26E+01,2004
PHL,6.31E+01,2004
RUS,2.21E+01,2004
ZAF,4.82E+01,2004
LKA,3.79E+01,2004
THA,3.26E+01,2004
TUR,4.47E+01,2004
GBR,2.75E+01,2004
USA,3.09E+01,2004
ARG,4.15E+01,2005
BRA,4.16E+01,2005
CHL,3.71E+01,2005
