indicator,value,year
SPADOTFRT,39.69190429,1974
SPPOPDPND,73.73737374,1974
SPPOPDPNDOL,0,1974
SPPOPDPNDYG,78.30508475,1974
SPDYNCBRTIN,50.42735043,1974
AGPRDCROPXD,34.7117972,1974
SPDYNCDRTIN,23.65591398,1974
SPDYNTFRTIN,53.74015748,1974
AGPRDFOODXD,19.91140126,1974
AGLNDTOTLK2,100,1974
SPDYNLE00FEIN,41.52249135,1974
SPDYNLE00MAIN,34.57249071,1974
SPDYNLE00IN,37.99283154,1974
AGPRDLVSKXD,10.36668176,1974
ITCELSETS,0,1974
ITCELSETSP2,0,1974
SPPOPTOTL,38.46153846,1974
SPPOP0014TOZS,85.03649635,1974
SPPOP1564TOZS,20.7253886,1974
SPPOP65UPTOZS,1.359703337,1974
ENPOPDNST,37.56006774,1974
SPPOPGROW,59.57880435,1974
ENURBLCTY,50.12135922,1974
ENURBLCTYURZS,95.97701149,1974
SPPOPTOTLFEZS,0,1974
SEPRMDURS,1,1974
SEPRMAGES,1,1974
SPRURTOTL,92.68738574,1974
SPRURTOTLZS,65.94594595,1974
SESECDURS,1,1974
SESECAGES,1,1974
AGSRFTOTLK2,0,1974
SPDYNTO65FEZS,44.06392694,1974
SPDYNTO65MAZS,24.00881057,1974
ITMLTMAIN,2.730849838,1974
ITMLTMAINP2,3.744278724,1974
SPURBTOTL,26.56023222,1974
SPURBTOTLINZS,34.05405405,1974
SPURBGROW,66.7108558,1974
NYADJDNGYCD,0,1975
NYADJDMINCD,3.961369937,1975
SPADOTFRT,40.34742707,1975
SPPOPDPND,68.68686869,1975
SPPOPDPNDOL,0.102564103,1975
SPPOPDPNDYG,74.23728814,1975
SPDYNCBRTIN,45.2991453,1975
AGPRDCROPXD,46.04163716,1975
SPDYNCDRTIN,29.03225806,1975
SPDYNTFRTIN,47.04724409,1975
AGPRDFOODXD,26.43972954,1975
AGLNDTOTLK2,100,1975
SPDYNLE00FEIN,42.90657439,1975
SPDYNLE00MAIN,35.68773234,1975
SPDYNLE00IN,39.4265233,1975
AGPRDLVSKXD,12.99230421,1975
ITCELSETS,0,1975
ITCELSETSP2,0,1975
SPPOPTOTL,41.29554656,1975
SPPOP0014TOZS,82.11678832,1975
SPPOP1564TOZS,25.38860104,1975
SPPOP65UPTOZS,2.101359703,1975
ENPOPDNST,39.87265783,1975
SPPOPGROW,58.55978261,1975
ENURBLCTY,54.00485437,1975
ENURBLCTYURZS,95.40229885,1975
SPPOPTOTLFEZS,0,1975
SEPRMDURS,1,1975
SEPRMAGES,1,1975
SPRURTOTL,90.85923218,1975
SPRURTOTLZS,63.42342342,1975
SESECDURS,1,1975
SESECAGES,1,1975
AGSRFTOTLK2,0,1975
SPDYNTO65FEZS,45.89041096,1975
SPDYNTO65MAZS,25.33039648,1975
ITMLTMAIN,3.261483053,1975
ITMLTMAINP2,4.388848286,1975
SPURBTOTL,28.88243832,1975
SPURBTOTLINZS,36.57657658,1975
SPURBGROW,64.79599352,1975
NYADJDNGYCD,0,1976
NYADJDMINCD,4.623088617,1976
SPADOTFRT,41.00294985,1976
SPPOPDPND,64.04040404,1976
SPPOPDPNDOL,0.307692308,1976
SPPOPDPNDYG,70.16949153,1976
SPDYNCBRTIN,37.89173789,1976
AGPRDCROPXD,58.36283812,1976
SPDYNCDRTIN,26.88172043,1976
SPDYNTFRTIN,38.77952756,1976
AGPRDFOODXD,32.73490324,1976
AGLNDTOTLK2,100,1976
